track	layer	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
prefill	1	neutral	33	0.03472917148052823	0.28771929824561404	0.1207050472189091	12	0.042105263157894736	285
prefill	1	neutral	205	0.03435600729404115	0.3157894736842105	0.108794023097797	3	0.010526315789473684	285
prefill	1	neutral	118	0.028674053856058854	0.24912280701754386	0.11510007533770103	7	0.02456140350877193	285
prefill	1	neutral	112	0.027418298451011548	0.17894736842105263	0.15321990310859396	22	0.07719298245614035	285
prefill	1	neutral	24	0.021390260713052788	0.16842105263157894	0.12700467298375093	6	0.021052631578947368	285
prefill	1	neutral	254	0.020570746555050638	0.11929824561403508	0.17243125788792446	10	0.03508771929824561	285
prefill	1	neutral	108	0.01881463164961438	0.10526315789473684	0.17873900067133663	12	0.042105263157894736	285
prefill	1	neutral	94	0.017943416099303756	0.14385964912280702	0.12472862410491635	6	0.021052631578947368	285
prefill	2	finance_consequence	57	0.05753431495420029	0.1188118811881188	0.48424715086451914	6	0.0594059405940594	101
prefill	2	finance_consequence	158	0.04858429858087161	0.4158415841584158	0.11683367039685794	7	0.06930693069306931	101
prefill	2	finance_consequence	153	0.04369030360894458	0.3564356435643564	0.12257557401398342	1	0.009900990099009901	101
prefill	2	finance_consequence	84	0.03245960165938324	0.16831683168316833	0.19284822162339454	4	0.039603960396039604	101
prefill	2	finance_consequence	11	0.030321778351050706	0.16831683168316833	0.1801470360856542	6	0.0594059405940594	101
prefill	2	finance_consequence	41	0.029343487968732675	0.2079207920792079	0.14112820404009527	3	0.0297029702970297	101
prefill	2	finance_consequence	129	0.028595132900045294	0.1485148514851485	0.19254056152697166	6	0.0594059405940594	101
prefill	2	finance_consequence	217	0.0280551630052079	0.26732673267326734	0.10494709124170362	1	0.009900990099009901	101
prefill	2	finance_consequence	106	0.024296483100971964	0.19801980198019803	0.12269723965990842	2	0.019801980198019802	101
prefill	2	finance_consequence	219	0.023400164041971473	0.1485148514851485	0.15756110454927458	3	0.0297029702970297	101
prefill	2	finance_consequence	89	0.022384538037097983	0.1188118811881188	0.18840319514557471	5	0.04950495049504951	101
