run	track	layer	group	n_tokens	E173_W	E173_S	E173_Q	E173_dense_top1_wins	E173_dense_top1_share
e173_-0.25	generation_clean_l39_last_rows	13	A	563	0.14091771461164787	0.7477797513321492	0.18844815516949584	167	0.2966252220248668
e173_-0.25	generation_clean_l39_last_rows	13	B	768	0.08833951484847742	0.5911458333333334	0.14943776961152128	69	0.08984375
e173_-0.25	generation_clean_l39_last_rows	13	ALL	1331	0.11057957981216249	0.6574004507888805	0.16820733797712945	236	0.17731029301277235
e173_-0.25	generation_clean_l39_last_rows	14	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	14	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	14	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	15	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	15	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	15	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	16	A	563	0.00012468930140866754	0.0017761989342806395	0.07020007669307982	0	0.0
e173_-0.25	generation_clean_l39_last_rows	16	B	768	0.016686110861022056	0.11848958333333333	0.14082344111280154	9	0.01171875
e173_-0.25	generation_clean_l39_last_rows	16	ALL	1331	0.009680791298240433	0.06912096168294515	0.14005579584736974	9	0.0067618332081141996
e173_-0.25	generation_clean_l39_last_rows	17	A	563	0.0019385642628818884	0.019538188277087035	0.0992192436365912	0	0.0
e173_-0.25	generation_clean_l39_last_rows	17	B	768	0.0034226642285274645	0.028645833333333332	0.11948209670495877	1	0.0013020833333333333
e173_-0.25	generation_clean_l39_last_rows	17	ALL	1331	0.002794904438400899	0.024793388429752067	0.11272781234883625	1	0.0007513148009015778
e173_-0.25	generation_clean_l39_last_rows	18	A	563	0.00488836562511128	0.047957371225577264	0.10193147581250558	0	0.0
e173_-0.25	generation_clean_l39_last_rows	18	B	768	0.0003824045788396705	0.00390625	0.09789557218295565	0	0.0
e173_-0.25	generation_clean_l39_last_rows	18	ALL	1331	0.002288382091274619	0.022539444027047332	0.1015278854495506	0	0.0
e173_-0.25	generation_clean_l39_last_rows	19	A	563	0.0003190513243765904	0.003552397868561279	0.0898129478120102	0	0.0
e173_-0.25	generation_clean_l39_last_rows	19	B	768	0.00033739427068718873	0.00390625	0.08637293329592031	0	0.0
e173_-0.25	generation_clean_l39_last_rows	19	ALL	1331	0.00032963538355505734	0.003756574004507889	0.08774893910235626	0	0.0
e173_-0.25	generation_clean_l39_last_rows	20	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	20	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	20	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	21	A	563	0.005374450441283477	0.0497335701598579	0.10806484280152134	0	0.0
e173_-0.25	generation_clean_l39_last_rows	21	B	768	0.01160990529991493	0.09114583333333333	0.12737724671906667	9	0.01171875
e173_-0.25	generation_clean_l39_last_rows	21	ALL	1331	0.008972368796977657	0.07362885048835462	0.12185941702833941	9	0.0067618332081141996
e173_-0.25	generation_clean_l39_last_rows	22	A	563	0.00010004249682820832	0.0017761989342806395	0.056323925714281284	0	0.0
e173_-0.25	generation_clean_l39_last_rows	22	B	768	0.00024787434130090006	0.0026041666666666665	0.09518374705954563	0	0.0
e173_-0.25	generation_clean_l39_last_rows	22	ALL	1331	0.0001853429149762378	0.002253944402704733	0.08223047327779084	0	0.0
e173_-0.25	generation_clean_l39_last_rows	23	A	563	0.00017355589973287361	0.0017761989342806395	0.09771197154960784	0	0.0
e173_-0.25	generation_clean_l39_last_rows	23	B	768	0.00019452771650925446	0.0026041666666666665	0.07469864313955372	0	0.0
e173_-0.25	generation_clean_l39_last_rows	23	ALL	1331	0.00018565684284651784	0.002253944402704733	0.08236975260957174	0	0.0
e173_-0.25	generation_clean_l39_last_rows	24	A	563	0.0003443405251486824	0.003552397868561279	0.0969318578293541	0	0.0
e173_-0.25	generation_clean_l39_last_rows	24	B	768	0.00012395626996195353	0.0013020833333333333	0.09519841533078031	0	0.0
e173_-0.25	generation_clean_l39_last_rows	24	ALL	1331	0.00021717665739255337	0.002253944402704733	0.09635404366316284	0	0.0
e173_-0.25	generation_clean_l39_last_rows	25	A	563	0.14117212644042554	0.6642984014209592	0.21251312081807372	204	0.3623445825932504
e173_-0.25	generation_clean_l39_last_rows	25	B	768	0.04767745371869326	0.328125	0.14530271609506518	50	0.06510416666666667
e173_-0.25	generation_clean_l39_last_rows	25	ALL	1331	0.08722478710887757	0.47032306536438767	0.18545717514683074	254	0.19083395942900075
e173_-0.25	generation_clean_l39_last_rows	26	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	26	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	26	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	27	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	27	B	768	0.00011876245543634396	0.0013020833333333333	0.09120956577511218	0	0.0
e173_-0.25	generation_clean_l39_last_rows	27	ALL	1331	6.852709675064775e-05	0.0007513148009015778	0.09120956577511215	0	0.0
e173_-0.25	generation_clean_l39_last_rows	28	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	28	B	768	0.003915557415433204	0.037760416666666664	0.103694761898369	0	0.0
e173_-0.25	generation_clean_l39_last_rows	28	ALL	1331	0.002259314872316079	0.021788129226145755	0.103694761898369	0	0.0
e173_-0.25	generation_clean_l39_last_rows	29	A	563	0.003086816778544624	0.02664298401420959	0.11585852308804157	0	0.0
e173_-0.25	generation_clean_l39_last_rows	29	B	768	0.0030900886361514266	0.03125	0.09888283635684565	0	0.0
e173_-0.25	generation_clean_l39_last_rows	29	ALL	1331	0.0030887046723402857	0.029301277235161533	0.10541194663807488	0	0.0
e173_-0.25	generation_clean_l39_last_rows	30	A	563	0.002853061488527651	0.03019538188277087	0.09448668341418044	0	0.0
e173_-0.25	generation_clean_l39_last_rows	30	B	768	0.0003536360497366645	0.00390625	0.09053082873258611	0	0.0
e173_-0.25	generation_clean_l39_last_rows	30	ALL	1331	0.001410868598226015	0.015026296018031555	0.0938933052119413	0	0.0
e173_-0.25	generation_clean_l39_last_rows	31	A	563	0.00020128530297360245	0.0017761989342806395	0.11332362557413818	0	0.0
e173_-0.25	generation_clean_l39_last_rows	31	B	768	0.0006059223062133432	0.005208333333333333	0.11633708279296189	0	0.0
e173_-0.25	generation_clean_l39_last_rows	31	ALL	1331	0.00043476480596993665	0.003756574004507889	0.11573439134919714	0	0.0
e173_-0.25	generation_clean_l39_last_rows	32	A	563	0.0010226819343315814	0.010657193605683837	0.09596165483811338	0	0.0
e173_-0.25	generation_clean_l39_last_rows	32	B	768	0.0019940895228336146	0.018229166666666668	0.10939005382401543	0	0.0
e173_-0.25	generation_clean_l39_last_rows	32	ALL	1331	0.001583193600724941	0.015026296018031555	0.10536153412824482	0	0.0
e173_-0.25	generation_clean_l39_last_rows	33	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	33	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	33	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	34	A	563	0.0002777701961018382	0.003552397868561279	0.07819231020266745	0	0.0
e173_-0.25	generation_clean_l39_last_rows	34	B	768	0.0030857111147450135	0.032552083333333336	0.0947930454449668	0	0.0
e173_-0.25	generation_clean_l39_last_rows	34	ALL	1331	0.001897979531577389	0.0202854996243426	0.09356336135294462	0	0.0
e173_-0.25	generation_clean_l39_last_rows	35	A	563	0.0005227815430444222	0.0053285968028419185	0.09810866957800322	0	0.0
e173_-0.25	generation_clean_l39_last_rows	35	B	768	0.0041533487667540095	0.044270833333333336	0.09381681920197292	1	0.0013020833333333333
e173_-0.25	generation_clean_l39_last_rows	35	ALL	1331	0.0026176542912104347	0.02779864763335838	0.09416480707029969	1	0.0007513148009015778
e173_-0.25	generation_clean_l39_last_rows	36	A	563	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	36	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	36	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	37	A	563	0.0007173691620086097	0.007104795737122558	0.10096970955271181	0	0.0
e173_-0.25	generation_clean_l39_last_rows	37	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	37	ALL	1331	0.00030344014891874326	0.003005259203606311	0.10096970955271181	0	0.0
e173_-0.25	generation_clean_l39_last_rows	38	A	563	0.0006535190595737269	0.0053285968028419185	0.12264374351333608	0	0.0
e173_-0.25	generation_clean_l39_last_rows	38	B	768	0.0009353441387795525	0.009114583333333334	0.10262061408324233	0	0.0
e173_-0.25	generation_clean_l39_last_rows	38	ALL	1331	0.0008161348828870809	0.007513148009015778	0.10862755291227047	0	0.0
e173_-0.25	generation_clean_l39_last_rows	39	A	563	0.0001014256136636539	0.0017761989342806395	0.05710262049263714	0	0.0
e173_-0.25	generation_clean_l39_last_rows	39	B	768	0.0	0.0	0.0	0	0.0
e173_-0.25	generation_clean_l39_last_rows	39	ALL	1331	4.290204394638403e-05	0.0007513148009015778	0.057102620492637146	0	0.0
e173_-0.5	prefill	0	A	161	0.00661458612854182	0.062111801242236024	0.10649483666952331	0	0.0
e173_-0.5	prefill	0	B	161	0.006462162551508327	0.062111801242236024	0.10404081707928407	0	0.0
e173_-0.5	prefill	0	ALL	322	0.0065383743400250745	0.062111801242236024	0.1052678268744037	0	0.0
e173_-0.5	prefill	1	A	161	0.07288169304224341	0.16149068322981366	0.4513058684538919	25	0.15527950310559005
e173_-0.5	prefill	1	B	161	0.019490210453214342	0.043478260869565216	0.4482748404239299	6	0.037267080745341616
e173_-0.5	prefill	1	ALL	322	0.046185951747728875	0.10248447204968944	0.450662923114203	31	0.09627329192546584
e173_-0.5	prefill	2	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	2	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	2	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	3	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	3	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	3	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	4	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	4	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	4	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	5	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	5	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	5	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	6	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	6	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	6	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	7	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	7	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	7	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	8	A	161	0.0019605607669925763	0.018633540372670808	0.10521676116193493	0	0.0
e173_-0.5	prefill	8	B	161	0.0012876615367661056	0.012422360248447204	0.1036567537096715	0	0.0
e173_-0.5	prefill	8	ALL	322	0.0016241111518793408	0.015527950310559006	0.10459275818102955	0	0.0
e173_-0.5	prefill	9	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	9	B	161	0.0010033925045257813	0.012422360248447204	0.0807730966143254	0	0.0
e173_-0.5	prefill	9	ALL	322	0.0005016962522628906	0.006211180124223602	0.0807730966143254	0	0.0
e173_-0.5	prefill	10	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	10	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	10	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	11	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	11	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	11	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	12	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	12	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	12	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	13	A	161	0.041947955677592616	0.2670807453416149	0.1570609503277305	8	0.049689440993788817
e173_-0.5	prefill	13	B	161	0.022345418658821316	0.19254658385093168	0.1160520130345236	0	0.0
e173_-0.5	prefill	13	ALL	322	0.03214668716820696	0.22981366459627328	0.13988153065084652	8	0.024844720496894408
e173_-0.5	prefill	14	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	14	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	14	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	15	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	15	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	15	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	16	A	161	0.002330742685045542	0.018633540372670808	0.12508319076411073	0	0.0
e173_-0.5	prefill	16	B	161	0.003184485393212071	0.031055900621118012	0.10254042966142868	0	0.0
e173_-0.5	prefill	16	ALL	322	0.0027576140391288063	0.024844720496894408	0.11099396507493446	0	0.0
e173_-0.5	prefill	17	A	161	0.0005856499500310486	0.006211180124223602	0.09428964195499882	0	0.0
e173_-0.5	prefill	17	B	161	0.006539138822190707	0.055900621118012424	0.11697792781918931	0	0.0
e173_-0.5	prefill	17	ALL	322	0.0035623943861108776	0.031055900621118012	0.11470909923277026	0	0.0
e173_-0.5	prefill	18	A	161	0.002561484434180028	0.018633540372670808	0.13746633130099484	1	0.006211180124223602
e173_-0.5	prefill	18	B	161	0.0005756935852479165	0.006211180124223602	0.09268666722491456	0	0.0
e173_-0.5	prefill	18	ALL	322	0.0015685890097139723	0.012422360248447204	0.12627141528197477	1	0.003105590062111801
e173_-0.5	prefill	19	A	161	0.006025078565872164	0.043478260869565216	0.13857680701505978	1	0.006211180124223602
e173_-0.5	prefill	19	B	161	0.004596986468155246	0.043478260869565216	0.10573068876757066	0	0.0
e173_-0.5	prefill	19	ALL	322	0.0053110325170137055	0.043478260869565216	0.12215374789131524	1	0.003105590062111801
e173_-0.5	prefill	20	A	161	0.001191760531176653	0.018633540372670808	0.06395781517314704	0	0.0
e173_-0.5	prefill	20	B	161	0.001191760531176653	0.018633540372670808	0.06395781517314704	0	0.0
e173_-0.5	prefill	20	ALL	322	0.001191760531176653	0.018633540372670808	0.06395781517314704	0	0.0
e173_-0.5	prefill	21	A	161	0.0012268849803596243	0.012422360248447204	0.09876424091894977	0	0.0
e173_-0.5	prefill	21	B	161	0.005495675131308796	0.055900621118012424	0.0983115217934129	0	0.0
e173_-0.5	prefill	21	ALL	322	0.0033612800558342104	0.034161490683229816	0.09839383436169234	0	0.0
e173_-0.5	prefill	22	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	22	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	22	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	23	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	23	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	23	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	24	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	24	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	24	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	25	A	161	0.03335042240912509	0.21739130434782608	0.15341194308197542	9	0.055900621118012424
e173_-0.5	prefill	25	B	161	0.011769894715983524	0.08695652173913043	0.13535378923381053	3	0.018633540372670808
e173_-0.5	prefill	25	ALL	322	0.02256015856255431	0.15217391304347827	0.14825247055392832	12	0.037267080745341616
e173_-0.5	prefill	26	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	26	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	26	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	27	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	27	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	27	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	28	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	28	B	161	0.0014902909620934392	0.012422360248447204	0.11996842244852186	0	0.0
e173_-0.5	prefill	28	ALL	322	0.0007451454810467196	0.006211180124223602	0.11996842244852186	0	0.0
e173_-0.5	prefill	29	A	161	0.0014180791816024467	0.012422360248447204	0.11415537411899697	0	0.0
e173_-0.5	prefill	29	B	161	0.003592006061196982	0.037267080745341616	0.09638549597545235	0	0.0
e173_-0.5	prefill	29	ALL	322	0.002505042621399714	0.024844720496894408	0.1008279655113385	0	0.0
e173_-0.5	prefill	30	A	161	0.0018705814196188478	0.018633540372670808	0.10038786951954483	0	0.0
e173_-0.5	prefill	30	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	30	ALL	322	0.0009352907098094239	0.009316770186335404	0.10038786951954483	0	0.0
e173_-0.5	prefill	31	A	161	0.0004549993901718658	0.006211180124223602	0.0732549018176704	0	0.0
e173_-0.5	prefill	31	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	31	ALL	322	0.0002274996950859329	0.003105590062111801	0.0732549018176704	0	0.0
e173_-0.5	prefill	32	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	32	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	32	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	33	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	33	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	33	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	34	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	34	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	34	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	35	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	35	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	35	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	36	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	36	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	36	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	37	A	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	37	B	161	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	37	ALL	322	0.0	0.0	0.0	0	0.0
e173_-0.5	prefill	38	A	161	0.002485640756224129	0.024844720496894408	0.10004704043802119	0	0.0
e173_-0.5	prefill	38	B	161	0.0011665290372427507	0.012422360248447204	0.09390558749804144	0	0.0
e173_-0.5	prefill	38	ALL	322	0.0018260848967334394	0.018633540372670808	0.09799988945802791	0	0.0
e173_-0.5	generation_clean	0	A	563	0.00031133497299613627	0.0053285968028419185	0.05842719659894157	0	0.0
e173_-0.5	generation_clean	0	B	768	0.0006343347598464418	0.0078125	0.08119484926034455	0	0.0
e173_-0.5	generation_clean	0	ALL	1331	0.0004977090047775298	0.0067618332081141996	0.07360563170654356	0	0.0
e173_-0.5	generation_clean	1	A	563	0.0029680284388761487	0.028419182948490232	0.10443750069295447	0	0.0
e173_-0.5	generation_clean	1	B	768	0.0015853516426748415	0.01171875	0.1352833401749198	0	0.0
e173_-0.5	generation_clean	1	ALL	1331	0.002170210422735951	0.018782870022539443	0.11554200290646204	0	0.0
e173_-0.5	generation_clean	2	A	563	0.00013975545236696534	0.0017761989342806395	0.07868231968260149	0	0.0
e173_-0.5	generation_clean	2	B	768	0.0014755448333669487	0.01171875	0.12591315911397963	1	0.0013020833333333333
e173_-0.5	generation_clean	2	ALL	1331	0.0009105189719822824	0.007513148009015778	0.1211900751708418	1	0.0007513148009015778
e173_-0.5	generation_clean	3	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	3	B	768	0.00037008042755561223	0.00390625	0.09474058945423673	0	0.0
e173_-0.5	generation_clean	3	ALL	1331	0.00021354002130932395	0.002253944402704733	0.09474058945423673	0	0.0
e173_-0.5	generation_clean	4	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	4	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	4	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	5	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	5	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	5	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	6	A	563	0.0007684682759847164	0.010657193605683837	0.07210793989656589	0	0.0
e173_-0.5	generation_clean	6	B	768	0.0006225745335203071	0.0078125	0.07968954029059931	0	0.0
e173_-0.5	generation_clean	6	ALL	1331	0.0006842861616250873	0.009015777610818933	0.0758987400935826	0	0.0
e173_-0.5	generation_clean	7	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	7	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	7	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	8	A	563	0.0009542832909146431	0.008880994671403197	0.10745229855698882	1	0.0017761989342806395
e173_-0.5	generation_clean	8	B	768	0.0002925570418700354	0.0026041666666666665	0.11234190407809361	0	0.0
e173_-0.5	generation_clean	8	ALL	1331	0.0005724607820744788	0.005259203606311044	0.10884932870587588	1	0.0007513148009015778
e173_-0.5	generation_clean	9	A	563	0.002653221867486068	0.02664298401420959	0.09958426075964376	0	0.0
e173_-0.5	generation_clean	9	B	768	0.0036355807048792117	0.028645833333333332	0.1269148173339652	3	0.00390625
e173_-0.5	generation_clean	9	ALL	1331	0.0032200525114514586	0.02779864763335838	0.11583486196599706	3	0.002253944402704733
e173_-0.5	generation_clean	10	A	563	0.0006917825175201604	0.007104795737122558	0.09736838934096256	0	0.0
e173_-0.5	generation_clean	10	B	768	0.00024400732109465756	0.0026041666666666665	0.0936988113003485	0	0.0
e173_-0.5	generation_clean	10	ALL	1331	0.000433411855720922	0.004507888805409466	0.09614519666075787	0	0.0
e173_-0.5	generation_clean	11	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	11	B	768	8.366486683298638e-05	0.0013020833333333333	0.06425461772773354	0	0.0
e173_-0.5	generation_clean	11	ALL	1331	4.8275445325119114e-05	0.0007513148009015778	0.06425461772773354	0	0.0
e173_-0.5	generation_clean	12	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	12	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	12	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	13	A	563	0.09051947532940686	0.566607460035524	0.15975694235252685	85	0.15097690941385436
e173_-0.5	generation_clean	13	B	768	0.06418411158578907	0.4609375	0.13924688615222036	26	0.033854166666666664
e173_-0.5	generation_clean	13	ALL	1331	0.07532371322940805	0.5056348610067618	0.14896859184003286	111	0.08339594290007513
e173_-0.5	generation_clean	14	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	14	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	14	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	15	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	15	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	15	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	16	A	563	0.00019515911962107802	0.0017761989342806395	0.10987458434666693	0	0.0
e173_-0.5	generation_clean	16	B	768	0.01232270295331032	0.09635416666666667	0.1278896738938152	5	0.006510416666666667
e173_-0.5	generation_clean	16	ALL	1331	0.0071928703625011225	0.056348610067618335	0.12764947269985324	5	0.003756574004507889
e173_-0.5	generation_clean	17	A	563	0.0002751685102139909	0.003552397868561279	0.07745993562523844	0	0.0
e173_-0.5	generation_clean	17	B	768	0.0012842869772659497	0.013020833333333334	0.09863323985402493	0	0.0
e173_-0.5	generation_clean	17	ALL	1331	0.0008574397218562933	0.009015777610818933	0.09510435581589387	0	0.0
e173_-0.5	generation_clean	18	A	563	0.0005019190472220875	0.0053285968028419185	0.09419347452867842	0	0.0
e173_-0.5	generation_clean	18	B	768	0.0005101414541944946	0.005208333333333333	0.09794715920534297	0	0.0
e173_-0.5	generation_clean	18	ALL	1331	0.0005066634563541751	0.005259203606311044	0.09633843720105816	0	0.0
e173_-0.5	generation_clean	19	A	563	0.00014075462070224003	0.0017761989342806395	0.07924485145536113	0	0.0
e173_-0.5	generation_clean	19	B	768	0.00011519279661772508	0.0013020833333333333	0.08846806780241287	0	0.0
e173_-0.5	generation_clean	19	ALL	1331	0.00012600519854077686	0.0015026296018031556	0.08385645962888699	0	0.0
e173_-0.5	generation_clean	20	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	20	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	20	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	21	A	563	0.006530150626810657	0.06039076376554174	0.1081316118498353	0	0.0
e173_-0.5	generation_clean	21	B	768	0.010151475650291506	0.07552083333333333	0.13441953964523926	11	0.014322916666666666
e173_-0.5	generation_clean	21	ALL	1331	0.00861969053517526	0.06912096168294515	0.12470443589476381	11	0.008264462809917356
e173_-0.5	generation_clean	22	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	22	B	768	0.0001208590961813216	0.0013020833333333333	0.09281978586725499	0	0.0
e173_-0.5	generation_clean	22	ALL	1331	6.973687893858376e-05	0.0007513148009015778	0.09281978586725499	0	0.0
e173_-0.5	generation_clean	23	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	23	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	23	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	24	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	24	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	24	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	25	A	563	0.09102349847584548	0.5097690941385435	0.17855829143519514	114	0.2024866785079929
e173_-0.5	generation_clean	25	B	768	0.034718845444160644	0.26953125	0.12881194831456702	19	0.024739583333333332
e173_-0.5	generation_clean	25	ALL	1331	0.05853516374381397	0.3711495116453794	0.15771316385225992	133	0.09992486851990984
e173_-0.5	generation_clean	26	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	26	B	768	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	26	ALL	1331	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	27	A	563	0.0	0.0	0.0	0	0.0
e173_-0.5	generation_clean	27	B	768	0.0	0.0	0.0	0	0.0
