layer	track	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
1	prefill	B_professional_or_descriptive	118	0.01936951380695166	0.18012422360248448	0.10753419734204196	0	0.0	161
1	prefill	B_professional_or_descriptive	108	0.017799951916409405	0.10559006211180125	0.1685760152083479	6	0.037267080745341616	161
1	prefill	B_professional_or_descriptive	120	0.01756541154034233	0.11801242236024845	0.14884375042079553	3	0.018633540372670808	161
1	prefill	B_professional_or_descriptive	94	0.015103237088598894	0.11801242236024845	0.12798006164549589	4	0.024844720496894408	161
1	prefill	B_professional_or_descriptive	135	0.015047687081728014	0.12422360248447205	0.12113388100791052	1	0.006211180124223602	161
1	prefill	B_professional_or_descriptive	19	0.014683841637242172	0.14285714285714285	0.10278689146069521	0	0.0	161
1	prefill	B_professional_or_descriptive	171	0.013198273461863518	0.08695652173913043	0.15178014481143046	5	0.031055900621118012	161
1	prefill	B_professional_or_descriptive	101	0.01235368934356585	0.09937888198757763	0.12430899901963138	0	0.0	161
1	prefill	B_professional_or_descriptive	29	0.012345713092944705	0.10559006211180125	0.11692116517435867	1	0.006211180124223602	161
1	prefill	B_professional_or_descriptive	146	0.011945556383941696	0.07453416149068323	0.16026954815121774	4	0.024844720496894408	161
1	prefill	ALL	173	0.0588328112855137	0.10869565217391304	0.541261863826726	31	0.09627329192546584	322
1	prefill	ALL	33	0.04702932007519594	0.34782608695652173	0.13520929521618832	29	0.09006211180124224	322
1	prefill	ALL	233	0.04435394909623528	0.37267080745341613	0.11901643007489801	8	0.024844720496894408	322
1	prefill	ALL	82	0.03942084677871367	0.13354037267080746	0.29519796890106514	25	0.07763975155279502	322
1	prefill	ALL	224	0.03489917216290895	0.2484472049689441	0.14046916795570852	14	0.043478260869565216	322
1	prefill	ALL	214	0.03259861408588623	0.15527950310559005	0.20993507471310732	22	0.06832298136645963	322
1	prefill	ALL	205	0.03163182941191942	0.3136645962732919	0.10084603040235697	2	0.006211180124223602	322
1	prefill	ALL	254	0.02667480055532798	0.13975155279503104	0.19087301730701356	20	0.062111801242236024	322
1	prefill	ALL	24	0.023175563275075174	0.18633540372670807	0.1243755229095701	7	0.021739130434782608	322
1	prefill	ALL	112	0.02226744862202653	0.14596273291925466	0.15255571183601155	15	0.046583850931677016	322
1	prefill	ALL	118	0.019170929347963456	0.17080745341614906	0.11223707727353152	1	0.003105590062111801	322
1	prefill	ALL	108	0.018191507882507906	0.10869565217391304	0.16736187251907275	13	0.040372670807453416	322
1	prefill	ALL	120	0.016561203180057018	0.11490683229813664	0.1441272276750908	4	0.012422360248447204	322
1	prefill	ALL	19	0.014513244832533145	0.13975155279503104	0.10385032969057051	0	0.0	322
1	prefill	ALL	94	0.014413003165394392	0.11490683229813664	0.12543208160154037	5	0.015527950310559006	322
1	prefill	ALL	135	0.013935231831608517	0.12111801242236025	0.11505499101994725	2	0.006211180124223602	322
1	prefill	ALL	23	0.013523867826509363	0.11180124223602485	0.12096348444822264	0	0.0	322
1	prefill	ALL	202	0.01244882991310711	0.10559006211180125	0.11789774211824969	2	0.006211180124223602	322
1	prefill	ALL	146	0.012078430905491709	0.07453416149068323	0.1620522813153471	8	0.024844720496894408	322
